adult,backdrop_path,budget,id,imdb_id,original_language,original_title,overview,popularity,poster_path,release_date,revenue,runtime,status,tagline,title,video,vote_average,vote_count,belongs_to_collection,collection_id,collection_name,genre_names,production_companies_ids,production_companies_number,production_companies_name,production_countries,spoken_languages,homepage
FALSE,/eR5335pOlOpY0sNsmKmuJJG4MnU.jpg,25000000,369192,tt4622512,en,Battle of the Sexes,The true story of the 1973 tennis match between World number one Billie Jean King and ex-champ and serial hustler Bobby Riggs.,36.740395,/fWy0A3VojTCb0S2MKtEJjpquubF.jpg,2017-09-22,12561251,121,Released,,Battle of the Sexes,FALSE,7,461,FALSE,,,Comedy|Drama|History,43|6708|8286,3,Fox Searchlight Pictures|Cloud Eight Films|Decibel Films,US|GB,en,http://www.battleofthesexesmovie.co.uk/
FALSE,/79X8JkGxzc1tJMi0KxUSaPLooVg.jpg,120000000,274855,tt1981128,en,Geostorm,"After an unprecedented series of natural disasters threatened the planet, the world's leaders came together to create an intricate network of satellites to control the global climate and keep everyone safe. But now, something has gone wrong: the system built to protect Earth is attacking it, and it becomes a race against the clock to uncover the real threat before a worldwide geostorm wipes out everything and everyone along with it.",36.324236,/nrsx0jEaBgXq4PWo7SooSnYJTv.jpg,2017-10-13,65400000,109,Released,Some things were never meant to be controlled.,Geostorm,FALSE,5.7,1084,FALSE,,,Action|Science Fiction|Thriller,101832|86561|82819|41624|3241|6194,6,Twisted Media|Stereo D|Skydance Media|RatPac-Dune Entertainment|Electric Entertainment|Warner Bros.,US,en,https://www.warnerbros.com/geostorm
FALSE,/sDiGcjWhSu42dCw0jQmBInAkDZ9.jpg,35000000,379149,tt1615160,en,The Foreigner,Quan is a humble London businessman whose long-buried past erupts in a revenge-fueled vendetta when the only person left for him to love – his teenage daughter – dies in a senseless act of politically-motivated terrorism. His relentless search to find the terrorists leads to a cat-and-mouse conflict with a British government official whose own past may hold the clues to the identities of the elusive killers.,32.621715,/rwM4hzrmc5HiWfQD9ls9DL4QgGl.jpg,2017-09-28,0,114,Released,Never push a good man too far,The Foreigner,FALSE,6.7,522,FALSE,,,Action|Thriller,36958|47729|74504|83838,4,Sparkle Roll Media|STX Entertainment|TMP|Wanda Pictures,CN|GB,zh|en,http://theforeignermovie.com/
FALSE,/kMU8trT43p5LFoJ4plIySMOsZ1T.jpg,97000000,126889,tt2316204,en,Alien: Covenant,"Bound for a remote planet on the far side of the galaxy, the crew of the colony ship 'Covenant' discovers what is thought to be an uncharted paradise, but is actually a dark, dangerous world – which has its sole inhabitant the 'synthetic', David, survivor of the doomed Prometheus expedition.",32.44009,/zecMELPbU5YMQpC81Z8ImaaXuf9.jpg,2017-05-09,232380243,122,Released,The path to paradise begins in hell,Alien: Covenant,FALSE,5.8,3513,TRUE,135416,Prometheus Collection,Horror|Science Fiction|Thriller,1645|19747|22213|25,4,Scott Free Productions|Brandywine Productions|TSG Entertainment|20th Century Fox,AU|CA|NZ|GB|US,en,https://alienuniverse.com/alien-covenant
FALSE,/wwZ2uXOwPkMrZSeFn9s7WFXEMg6.jpg,0,406990,tt1536537,en,What Happened to Monday,"In a world where families are limited to one child due to overpopulation, a set of identical septuplets must avoid being put to a long sleep by the government and dangerous infighting while investigating the disappearance of one of their own.",31.435817,/o6EsOqITcSzcdwD1zxBM9imdxjr.jpg,2017-08-18,0,123,Released,Seven sisters. One identity.,What Happened to Monday,FALSE,7.2,1654,FALSE,,,Science Fiction|Thriller,7460|7561|19037|26591|35916|41813,6,Vendome Pictures|Nexus Factory|Umedia|Snd Films|Raffaella Productions|Title Media,BE|FR|GB|US,en,
FALSE,/vbSvnP05N2UKTeVqENUQ1NdMHO4.jpg,35000000,400617,tt5776858,en,Phantom Thread,"In the glamour of 1950s post-war London, renowned dressmaker Reynolds Woodcock and his sister Cyril are at the center of British fashion. Women come and go through Woodcock’s life, providing the confirmed bachelor with inspiration and companionship, until he comes across a young, strong-willed woman, Alma, who soon becomes a fixture in his life as his muse and lover. Once controlled and planned, he finds his carefully tailored life disrupted by love.",31.31607,/yZ8j8xKk2xQ1d88hB8YG6LZfRQj.jpg,2017-12-25,34283740,130,Released,,Phantom Thread,FALSE,7.3,518,FALSE,,,Drama|Romance,178|10146|13184,3,Ghoulardi Film Company|Focus Features|Annapurna Pictures,GB|US,en,http://focusfeatures.com/phantom-thread
FALSE,/6YgSDUHRA4memDCjyKiwBJS9cNv.jpg,34000000,407448,tt5390504,en,Detroit,A police raid in Detroit in 1967 results in one of the largest citizens' uprisings in the history of the United States.,30.118426,/tmCt2hy9QoFHft3UcHwpGX2Sihl.jpg,2017-07-28,16790139,143,Released,It's time we knew,Detroit,FALSE,7.4,385,FALSE,,,Crime|Drama|Thriller|History,13184|20344,2,Annapurna Pictures|First Light Production,US,en,http://detroit.movie
FALSE,/jzdnhRhG0dsuYorwvSqPqqnM1cV.jpg,250000000,337339,tt4630562,en,The Fate of the Furious,"When a mysterious woman seduces Dom into the world of crime and a betrayal of those closest to him, the crew face trials that will test them as never before.",29.883509,/dImWM7GJqryWJO9LHa3XQ8DD5NH.jpg,2017-04-12,1238764765,136,Released,Family no more,The Fate of the Furious,FALSE,6.8,4634,TRUE,9485,The Fast and the Furious Collection,Adventure|Action|Crime|Thriller,33|333|6452|7154|7958|40890,6,Universal Pictures|Original Film|Dentsu|One Race Films|Fuji Eight Company Ltd.|China Film Co.,US,en,http://www.fastandfurious.com/
FALSE,/nKUM7nl7Ux00tVyfZZaMJ8iS4XH.jpg,0,411976,tt4513316,en,Novitiate,"In the early 1960s, during the Vatican II era, a young woman training to become a nun struggles with issues of faith, sexuality and the changing church.",29.713777,/eZ9BbRy4YGFM1yvx6ZDO7qzILJ.jpg,2017-10-27,0,123,Released,,Novitiate,FALSE,7,15,FALSE,,,Drama,19640|80489,2,Maven Pictures|Novitiate Productions,US,en,http://sonyclassics.com/novitiate/
FALSE,/lj3wkYkJGkfmDfXkKrVarSJpFD4.jpg,30000000,341013,tt2406566,en,Atomic Blonde,An undercover MI6 agent is sent to Berlin during the Cold War to investigate the murder of a fellow agent and recover a missing list of double agents.,29.613835,/kV9R5h0Yct1kR8Hf8sJ1nX0Vz4x.jpg,2017-07-26,95673925,115,Released,,Atomic Blonde,FALSE,6.1,2255,FALSE,,,Action|Mystery|Thriller,10146|3574|6417|23008|24049|87733|92029,7,Focus Features|Denver and Delilah Productions|Film i Väst|87Eleven|Sierra / Affinity|Closed on Mondays Entertainment|T.G.I.M. Films,HU|DE|SE|US,sv|en|de|ru,http://www.atomicblonde.com/
FALSE,/lsDqGTexYBYvZ2eeagh0ORo0k1b.jpg,0,390061,tt5175450,en,Mark Felt: The Man Who Brought Down the White House,"The story of Mark Felt, who under the name ""Deep Throat"" helped journalists Bob Woodward and Carl Bernstein uncover the Watergate scandal in 1974.",29.000097,/6Oq2lQaePXJJwcguc8aqB7EpduZ.jpg,2017-09-29,0,103,Released,,Mark Felt: The Man Who Brought Down the White House,FALSE,5.3,71,FALSE,,,Drama|History|Thriller,76195|73492|1645|4171,4,Cara Films|MadRiver Pictures|Scott Free Productions|Playtone,US,en,http://markfeltmovie.com/
FALSE,/jFSwrtsYJ0QesgPrvShQNOTn8aV.jpg,0,454699,tt6572702,en,Happy Family,"The Wishbone family is far from happy. With a struggling bookshop, an overworked husband, and two misunderstood teenagers, Emma is at her wit's end trying to be the perfect mom. After dragging her family to a costume party on Halloween night, they are cursed by an evil witch and transformed into a Vampire, a Mummy, a Werewolf, and Frankenstein's monster. Now Emma will fight to keep her Monster Family together and uncover the secret of their curse... eventually leading them to the Prince of Darkness himself, Dracula!",28.843029,/uK5J75Tp683soe2qaGNPKZhOmbT.jpg,2017-08-24,0,93,Released,,Happy Family,FALSE,7,27,FALSE,,,Animation,2614|8104|17012|78851|91702,5,Agir|Ambient Entertainment GmbH|Timeless Films|United Entertainment|Mack Media,GB|DE,en,
FALSE,/2LR3XKthtguN7vOz99Q91IeEl1i.jpg,50000000,446354,tt6294822,en,The Post,A cover-up that spanned four U.S. Presidents pushed the country's first female newspaper publisher and a hard-driving editor to join an unprecedented battle between journalist and government. Inspired by true events.,28.686684,/qyRwj5VvuTRdJ76o2grP93grNxt.jpg,2017-12-22,143961265,116,Released,Truth be told,The Post,FALSE,7,956,FALSE,,,Drama|History,56|84041|7,3,Amblin Entertainment|Pascal Pictures|DreamWorks,US,en,https://www.foxmovies.com/movies/the-post
FALSE,/wb78lmqAXsUVG84xrmAOJBfgZHr.jpg,33000000,415842,tt1961175,en,American Assassin,"Following the murder of his fiancée, Mitch Rapp trains under the instruction of Cold War veteran Stan Hurley. The pair then is enlisted to investigate a wave of apparently random attacks on military and civilian targets.",28.311551,/w6vjeHx3UEaBXIyc8VFqyZYKznD.jpg,2017-09-14,78406174,111,Released,A story centered on counterterrorism agent Mitch Rapp.,American Assassin,FALSE,6,846,FALSE,,,Action|Thriller,72441|435|1632|5490|8073,5,TIK Films|Di Bonaventura Pictures|Lionsgate|CBS Films|Nick Wechsler Productions,US,en,http://american-assassin.com
FALSE,/sCBkhFkuqSzo4YXU2elqrg4brkL.jpg,0,441701,tt5862312,es,Verónica,"Madrid, 1990s. After making a Ouija with friends, a teenager is besieged by dangerous supernatural presences that threaten to harm her whole family. Inspired by terrifying police files never solved.",27.743209,/zvOeKNXhTAQTcQJ17eSeeploOUT.jpg,2017-08-25,0,105,Released,Someone answered your call.,Veronica,FALSE,6.3,194,FALSE,,,Drama|Horror,8111,1,Apaches Entertainment,ES,es,
FALSE,/36h3Sw4y4COqMeNg31ST0h5xRae.jpg,175000000,260514,tt3606752,en,Cars 3,"Blindsided by a new generation of blazing-fast racers, the legendary Lightning McQueen is suddenly pushed out of the sport he loves. To get back in the game, he will need the help of an eager young race technician with her own plan to win, inspiration from the late Fabulous Hudson Hornet, and a few unexpected turns. Proving that #95 isn't through yet will test the heart of a champion on Piston Cup Racing’s biggest stage!",27.454688,/fyy1nDC8wm553FCiBDojkJmKLCs.jpg,2017-06-15,383715756,109,Released,It's not over until lightning strikes.,Cars 3,FALSE,6.7,1411,TRUE,87118,Cars Collection,Adventure|Animation|Comedy|Family,3,1,Pixar Animation Studios,US,hr|en|pl,http://cars.disney.com
FALSE,/Ytv7P13rbwQ3mLpCAY8lBTqI5s.jpg,217000000,335988,tt3371366,en,Transformers: The Last Knight,"Autobots and Decepticons are at war, with humans on the sidelines. Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past, in the hidden history of Transformers on Earth.",26.962054,/s5HQf2Gb3lIO2cRcFwNL9sn1o1o.jpg,2017-06-16,605425157,149,Released,"For one world to live, the other must die.",Transformers: The Last Knight,FALSE,6.1,2058,TRUE,8650,Transformers Collection,Action|Science Fiction|Thriller|Adventure,4|435|12087|22826|83645|97129,6,Paramount|Di Bonaventura Pictures|Angry Films|Hasbro Studios|Huahua Media|Weying Galaxy,CA|US,en,http://www.transformersmovie.com/
FALSE,/lMDyuHzBhx3zNAv48vYzmgcJCCD.jpg,69000000,419680,tt5657846,en,Daddy's Home 2,Brad and Dusty must deal with their intrusive fathers during the holidays.,26.784275,/rF2IoKL0IFmumEXQFUuB8LajTYP.jpg,2017-11-09,119261377,100,Released,More Daddies. More Problems.,Daddy's Home 2,FALSE,5.8,689,TRUE,473971,Daddy's Home Collection,Comedy,19177|4740|4,3,Red Granite Pictures|Gary Sanchez Productions|Paramount,US,en,
FALSE,/A9L23hwp8yLUbMci2jIkX4RV6kg.jpg,19000000,400710,tt2039338,en,Flatliners,"Five medical students, hoping to gain insight into the mystery of what lies beyond the confines of life, embark on a daring and dangerous experiment. By stopping their hearts for short periods of time, each triggers a near-death experience. As the investigation becomes more and more perilous, they are forced to confront the sins of their pasts, as well as contend with the paranormal consequences of trespassing to the other side.",26.535444,/e9NHATN0TJW6ZZPLLWFsKdilVl1.jpg,2017-09-28,9800000,110,Released,You haven't lived until you've died,Flatliners,FALSE,5.6,577,FALSE,,,Drama|Science Fiction,11565|5|10246|33433|415,5,The Safran Company|Columbia Pictures|Cross Creek Pictures|Furthur Films|Laurence Mark Productions,CA|US,cs|en,http://sonypictures.com/movies/flatliners/
FALSE,/zv4acOMTPoplVLKo4FaoqAseSDx.jpg,85000000,47971,tt1293847,en,xXx: Return of Xander Cage,"Extreme athlete turned government operative Xander Cage comes out of self-imposed exile, thought to be long dead, and is set on a collision course with deadly alpha warrior Xiang and his team in a race to recover a sinister and seemingly unstoppable weapon known as Pandora's Box. Recruiting an all-new group of thrill-seeking cohorts, Xander finds himself enmeshed in a deadly conspiracy that points to collusion at the highest levels of world governments.",26.465959,/yNsdyNbQqaKN0TQxkHMws2KLTJ6.jpg,2017-01-13,346147658,107,Released,"There are no more patriots, just rebels and tyrants.",xXx: Return of Xander Cage,FALSE,5.6,1789,TRUE,52785,xXx Collection,Action|Adventure|Crime,88943|4|497|7154|88944,5,Rox Productions|Paramount|Revolution Studios|One Race Films|Maple Cage Productions,US,en,http://returnofxandercage.com
FALSE,/aIF2xRhE7iGxQd6ITGNrwYdGB9e.jpg,28000000,431530,tt6359956,en,A Bad Moms Christmas,"Amy, Kiki and Carla – three under-appreciated and over-burdened women – rebel against the challenges and expectations of the Super Bowl for mothers: Christmas. And if creating a more perfect holiday for their families wasn’t hard enough, they have to do all of that while hosting and entertaining their own mothers.",26.237454,/gPNHolu7AGnrB7r5kvJRRTfwMFR.jpg,2017-11-01,83154557,104,Released,,A Bad Moms Christmas,FALSE,6.1,365,TRUE,487376,Bad Moms Collection,Comedy,47729|39649,2,STX Entertainment|Huayi Brothers Media,US,en,http://badmomsxmas.com/
FALSE,/iF9d73lbtDYeCsPhQmjtkEmlrYG.jpg,11000000,395834,tt5362988,en,Wind River,An FBI agent teams with the town's veteran game tracker to investigate a murder that occurred on a Native American reservation.,24.320469,/pySivdR845Hom4u4T2WNkJxe6Ad.jpg,2017-08-03,184770205,107,Planned,Nothing is harder to track than the truth.,Wind River,FALSE,7.4,973,FALSE,,,Crime|Drama|Mystery|Thriller,100460|3528|20153|68413,4,Savvy Media Holdings|Thunder Road Pictures|Film 44|Acacia Filmed Entertainment,US,en,
FALSE,/t6TL7V9IsT4Ktx6YO8b1UYj3agd.jpg,69000000,339846,tt1469304,en,Baywatch,"Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit. Together, they uncover a local criminal plot that threatens the future of the Bay.",23.968512,/6HE4xd8zloDqmjMZuhUCCw2UcY1.jpg,2017-05-12,177856751,116,Released,"Don't worry, summer is coming",Baywatch,FALSE,6,2816,FALSE,,,Action|Comedy,90835|4|4607|34081|62029|73669|82819,7,"Uncharted|Paramount|Montecito Picture Company, The|Flynn Picture Company|Fremantle Productions|Seven Bucks Productions|Skydance Media",US,en,http://www.thebaywatchmovie.com/
FALSE,/grkrB7yXn7Dj5kBhe4I7RX6uEH9.jpg,2000000,394117,tt5649144,en,The Florida Project,"The story of a precocious six year-old and her ragtag group of friends whose summer break is filled with childhood wonder, possibility and a sense of adventure while the adults around them struggle with hard times.",23.584238,/bnSTP1PY2fDyat0eUa4QouuGV7F.jpg,2017-10-07,5672618,111,Released,Welcome to a magical kingdom,The Florida Project,FALSE,7.5,385,FALSE,,,Drama,41077|88152|17731|12219|76901,5,A24|Cre Film|Freestyle Picture Company|Cinereach|June Pictures,US,en|pt|es,
FALSE,/X8ExoREJv55ePIWRUqUrQXbLAN.jpg,90000000,400106,tt5519340,en,Bright,"In an alternate present-day where magical creatures live among us, two L.A. cops become embroiled in a prophesied turf battle.",23.40992,/whkT53Sv2vKAUiknQ13pqcWaPXB.jpg,2017-12-22,0,117,Released,,Bright,FALSE,6.2,1590,TRUE,497697,Bright Collection,Action|Crime|Fantasy,59811|12485|101831,3,Netflix|Overbrook Entertainment|Clubhouse Pictures (II),US,en,https://www.netflix.com/title/80119234
FALSE,/1r9UN54aVFTty9AlLwPkW6ZHVFl.jpg,0,468202,tt6892400,it,La ragazza nella nebbia,"Based on the bestselling novel by Donato Carrisi, THE GIRL IN THE FOG is a gripping and chilling thriller that brings us to a hazy mountain village where enigmatic Detective Vogel is investigating on the sudden disappearance of fifteen-year-old Anna Lou. But with the case at the heart of a media storm, the fine line between the police and criminals begins to blur and soon everyone becomes a suspect.",23.404009,/eWINXglQ9JVxUuzouYK7arm9YT1.jpg,2017-10-26,0,128,Released,,The Girl in the Fog,FALSE,7.2,109,FALSE,,,Crime|Thriller,6246|10975,2,Medusa Film|Colorado Film Production,IT,it,
FALSE,/aVnvDWF7dELkSzYJfzK9yrpvbv9.jpg,0,479363,tt7472924,ja,仮面ライダー平成ジェネレーションズFINAL ビルド＆エグゼイドwithレジェンドライダー,"Kamen Riders Build and Ex-Aid team up with the legendary heroes of the Heisei Generation - OOO, Fourze, Gaim, and Ghost.",23.183796,/cGhdduplj8YdAwg7iPCeGjO1YvZ.jpg,2017-12-09,10289397,80,Released,The Shocking Final Chapter to Heisei!,Kamen Rider Heisei Generations FINAL: Build & Ex-Aid with Legend Riders,FALSE,0,0,FALSE,,,Action|Adventure|Science Fiction,22221|8670,2,"Toei Company, Ltd.|Ishinomori Productions",JP,ja,http://www.movie-taisen.com/
FALSE,/pVVobDO8cezhVPvwD6EBUN0g3mt.jpg,60000000,353491,tt1648190,en,The Dark Tower,"The last Gunslinger, Roland Deschain, has been locked in an eternal battle with Walter O’Dim, also known as the Man in Black, determined to prevent him from toppling the Dark Tower, which holds the universe together. With the fate of the worlds at stake, good and evil will collide in the ultimate battle as only Roland can defend the Tower from the Man in Black.",22.995757,/i9GUSgddIqrroubiLsvvMRYyRy0.jpg,2017-08-03,111757995,95,Released,There are other worlds than these,The Dark Tower,FALSE,5.6,1689,FALSE,,,Action|Fantasy|Science Fiction|Western,23|433|2531|5752,4,Imagine Entertainment|Weed Road Pictures|Media Rights Capital|Sony Pictures Entertainment,ZA|US,en,http://thedarktower-movie.com
FALSE,/eGx5OfOdvM0gkHdmkLe3hcJuEIT.jpg,4800000,440021,tt5308322,en,Happy Death Day,A college student relives the day of her murder over and over again as she tries to discover her killer's identity.,22.875499,/cTaEIUYTt52ooq9quVbAQ7NpGwo.jpg,2017-10-12,117883845,96,Released,Get up. Live your day. Get killed. Again.,Happy Death Day,FALSE,6.5,1332,FALSE,,,Horror|Mystery|Thriller,23592|3172|96377,3,Vesuvius Productions|Blumhouse Productions|Digital Riot Media,US,en,
FALSE,/eL0QAAtFfA0OvnBsY7tJKrFbc9B.jpg,0,480572,tt6204340,en,Bullet Head,A group of career criminals finds itself trapped in a warehouse with the law – and an Attack Dog named DeNiro closing in.,22.862297,/ySmKQPjWnNzuZ5YliQaOVEnWn2.jpg,2017-12-07,87465,93,Released,,Bullet Head,FALSE,4.4,161,FALSE,,,Drama|Crime|Thriller,1020|37845|74795,3,Millenium Films|Principato-Young Entertainment|Nu Boyana Film Studios,US|BG,en|es,
FALSE,/lPpSr2DJDpepSY3XrWEd56KSX5E.jpg,0,401246,tt4995790,sv,The Square,"A satirical drama reflecting our times — about the sense of community, moral courage and the affluent person’s need for egocentricity in an increasingly uncertain world.",22.7658,/kKBHo6WnRnUJ5qvWFWd3Fne9bKE.jpg,2017-08-25,1473966,151,Released,,The Square,FALSE,7,212,FALSE,,,Drama,11237|8483|94|6505|118|20691|6417|81121|8555|3221|14804,11,ZDF/Arte|Plattform Produktion|ARTE France Cinéma|Coproduction Office|Det Danske Filminstitut|Essential Filmproduktion GmbH|Film i Väst|Imperative Entertainment|Nordisk Film- & TV-Fond|Sveriges Television (SVT)|Swedish Film Institute,DK|FR|DE|SE,da|en|sv,https://SquareTheFilm.com
FALSE,/jcKzxRGYiXuS7ctTHLdw9wH8d7V.jpg,50000000,337170,tt3532216,en,American Made,"The true story of pilot Barry Seal, who transported contraband for the CIA and the Medellin cartel in the 1980s.",22.255179,/23ILgoPSO5ShKcTZOuiTVfqFAUB.jpg,2017-08-17,133511855,115,Released,Based on a True Lie,American Made,FALSE,6.6,1146,FALSE,,,Action|Comedy|Crime|History,50481|23|10246|80680,4,Vendian Entertainment|Imagine Entertainment|Cross Creek Pictures|Quadrant Pictures,US,en|fr|es,http://www.americanmademovie.net/
FALSE,/vzu7tNNF5jT6u2AScPwi6qF7T75.jpg,29000000,399170,tt5439796,en,Logan Lucky,"Trying to reverse a family curse, brothers Jimmy and Clyde Logan set out to execute an elaborate robbery during the legendary Coca-Cola 600 race at the Charlotte Motor Speedway.",22.128765,/p1RDYsRvrm6v5gSKkVm0KOotUcE.jpg,2017-08-17,47299234,119,Released,See how the other half steals.,Logan Lucky,FALSE,6.6,717,FALSE,,,Action|Comedy|Crime,57743|90931,2,Free Association|Trans-Radial Pictures,US,en,
FALSE,/gfTQaH7h09IaSZw9ubZgP2c7syr.jpg,100000000,305470,tt3717490,en,Power Rangers,"Saban's Power Rangers follows five ordinary teens who must become something extraordinary when they learn that their small town of Angel Grove — and the world — is on the verge of being obliterated by an alien threat. Chosen by destiny, our heroes quickly discover they are the only ones who can save the planet. But to do so, they will have to overcome their real-life issues and before it’s too late, band together as the Power Rangers.",22.121252,/iRAZIEgfB9N0BObV0QI61Nxh92h.jpg,2017-03-23,142337240,124,Released,Together we are more,Power Rangers,FALSE,6.3,1788,TRUE,286162,Power Rangers Collection,Action|Adventure|Science Fiction,1632|11305,2,Lionsgate|Saban Brands,US|CA,en,http://www.powerrangers.movie/
FALSE,/ftRkFtAGuHngHnLiOxktq0aCVMF.jpg,80000000,324852,tt3469046,en,Despicable Me 3,Gru and his wife Lucy must stop former '80s child star Balthazar Bratt from achieving world domination.,21.982015,/6t3YWl7hrr88lCEFlGVqW5yV99R.jpg,2017-06-15,1031552585,96,Released,Oh brother.,Despicable Me 3,FALSE,6.3,2742,TRUE,86066,Despicable Me Collection,Action|Animation|Comedy,33|6704,2,Universal Pictures|Illumination Entertainment,US,en,http://www.despicable.me
FALSE,/uuQpQ8VDOtVL2IO4y2pR58odkS5.jpg,33000000,381283,tt5109784,en,mother!,"A couple's relationship is tested when uninvited guests arrive at their home, disrupting their tranquil existence.",21.844299,/2yOKarmL8B4oXaLXUdHu882SUbu.jpg,2017-09-13,34820846,121,Released,Seeing is believing,mother!,FALSE,7,1696,FALSE,,,Drama|Horror|Mystery,7503,1,Protozoa Pictures,US,en,
FALSE,/jPPuIwZ4r6eWH5y1CzvuTdla50x.jpg,10000000,433808,tt5638642,en,The Ritual,"A group of college friends reunite for a trip to the forest, but encounter a menacing presence in the woods that's stalking them.",21.263483,/hHuJqzby593lmYmw1SzT0XYy99t.jpg,2017-10-11,0,94,Released,Your Darkest Dream Awaits You,The Ritual,FALSE,6.1,308,FALSE,,,Horror,100625|8147,2,Imaginarium Productions|Entertainment One,GB,en,
FALSE,/hNpGHBaF5P3rbteDHZqjPQFvm5o.jpg,0,432613,tt6021478,fr,Épouse-moi mon pote,Yassine asks his best friend Fred to marry him in order to avoid deportation...,21.061313,/pdFGaJ3tYbCbAdOlzM93Gdc9whC.jpg,2017-10-25,0,92,Released,,"Marry Me, Dude",FALSE,6.6,163,FALSE,,,Comedy,694|1115|13319,3,StudioCanal|M6 Films|Axel Films,FR,fr,
FALSE,/4b02JgxFlKTk7jRpOSAhziQbSA.jpg,18000000,339988,tt4287320,en,The Circle,"A young tech worker takes a job at a powerful Internet corporation, quickly rises up the company's ranks, and soon finds herself in a perilous situation concerning privacy, surveillance and freedom. She comes to learn that her decisions and actions will determine the future of humanity.",20.596561,/bQVqd5rWrx5GbXhJNuvKy4Viz6j.jpg,2017-04-27,20497844,110,Released,Knowing is good. Knowing everything is better.,The Circle,FALSE,5.4,1623,FALSE,,,Drama|Thriller|Science Fiction,4171|53299|1785,3,Playtone|Image Nation|Likely Story,US,en,http://wearethecircle.com/
FALSE,/3yd3Ae2X9KkKBHFG4WZexFVvkd8.jpg,32679734,339259,tt3296908,en,The Man with the Iron Heart,"With the Third Reich is at his peak in 1942, the Czech resistance in London plans the most ambitious military operation of WWII –  Anthropoid. Two young recruits are sent to Prague to assassinate the most ruthless Nazi leader – Reinhardt Heydrich – head of the SS, the Gestapo and the architect of the Final Solution.",20.571138,/ZVQfCY2DgCjrm8w2saXvT8Ao3B.jpg,2017-05-25,0,120,Released,,The Man with the Iron Heart,FALSE,6.4,129,FALSE,,,War|Action|History|Thriller,16945|7561|22308|22997|94694,5,Red Crown Productions|Nexus Factory|Echo Lake Entertainment|Légende Films|Cutting Edge Group,BE|CZ|FR|GB|US,en|de,
FALSE,/hz3NTzLnBzqWWptFt0wXRxcNwT.jpg,35000000,372343,tt1758810,en,The Snowman,Detective Harry Hole investigates the disappearance of a woman whose pink scarf is found wrapped around an ominous looking snowman.,20.035804,/mKsQ8KMOk0VBX26Ev0Lj6EmfGJu.jpg,2017-10-12,43070765,119,Released,"Soon the first snow will come, and then he will kill again.",The Snowman,FALSE,4.9,633,FALSE,,,Drama|Crime|Thriller,33|10163|70986,3,Universal Pictures|Working Title Films|Another Park Film,GB|US|NO|SE,en,http://www.thesnowmanmovie.com/
FALSE,/lle3uwidvcWxBV6JDhb1NlVGxdE.jpg,0,393345,tt3280262,en,Cult of Chucky,"Confined to an asylum for the criminally insane for the past four years, Nica Pierce is erroneously convinced that she, not Chucky, murdered her entire family. But when her psychiatrist introduces a new therapeutic “tool” to facilitate his patients’ group sessions — an all-too-familiar “Good Guy” doll with an innocently smiling face — a string of grisly deaths begins to plague the asylum, and Nica starts to wonder if maybe she isn’t crazy after all. Meanwhile, Andy Barclay, Chucky’s now all-grown-up nemesis from the first three Child’s Plays, races to Nica’s aid. But to save her he’ll have to get past Tiffany, Chucky’s long-ago bride, who will do anything, no matter how deadly or depraved, to help her beloved evil devilish doll.",19.883828,/r5JUiMYfatwYeDkxkLWYUx5GIjY.jpg,2017-09-23,0,91,Released,You may feel a little prick,Cult of Chucky,FALSE,5,312,TRUE,10455,Child's Play Collection,Horror|Thriller,17009,1,Universal 1440 Entertainment,US,en|es,http://toroplay.ml/cult-of-chucky/
FALSE,/tx5TFMF85qU2Ug4TRIGQZbDpzFA.jpg,0,402897,tt4686844,en,The Death of Stalin,Stalin's core team of ministers tussle for control following the Russian leader's stroke in 1953.,19.625313,/66nL9hKPerEZMOeCQuWD322Nm8g.jpg,2017-10-20,0,106,Released,"In the Kremlin, no one can hear you scheme",The Death of Stalin,FALSE,7.5,117,FALSE,,,Comedy|History,41813|91331|39509|7038,4,Title Media|Main Journey|Free Range Films|Quad Productions,BE|FR|GB,en,
FALSE,/hES8wGmkxHa54z7hqUMpw5TIs09.jpg,58000000,395992,tt5442430,en,Life,"The six-member crew of the International Space Station is tasked with studying a sample from Mars that may be the first proof of extra-terrestrial life, which proves more intelligent than ever expected.",19.391952,/h2mhfbEBGABSHo2vXG1ECMKAJa7.jpg,2017-03-22,100541806,103,Released,Be careful what you search for,Life,FALSE,6.3,2757,FALSE,,,Horror|Science Fiction|Thriller,7431|5|6277|82925,4,Sony Pictures Entertainment (SPE)|Columbia Pictures|Skydance Productions|Nvizage,US,cn|en|ja,http://www.lifemovie.com/
FALSE,/sVkjgKq8cwKm95LCyfrLldLbQIG.jpg,175000000,274857,tt1972591,en,King Arthur: Legend of the Sword,"When the child Arthur’s father is murdered, Vortigern, Arthur’s uncle, seizes the crown. Robbed of his birthright and with no idea who he truly is, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword Excalibur from the stone, his life is turned upside down and he is forced to acknowledge his true legacy... whether he likes it or not.",19.376476,/qyXPqzlCWf3T9VEpBtquUQZwsgi.jpg,2017-05-10,146175066,126,Released,From nothing comes a King,King Arthur: Legend of the Sword,FALSE,6.5,2194,FALSE,,,Action|Drama|Fantasy,79|433|6194|23202|25577,5,Village Roadshow Pictures|Weed Road Pictures|Warner Bros.|Wigram Productions|Safehouse Pictures,US,en,http://kingarthurmovie.com
