id,vote_count,video,vote_average,title,popularity,poster_path,original_language,original_title,genre_ids,backdrop_path,adult,overview,release_date,release_year,budget,imdb_id,revenue,runtime,status,tagline,belongs_to_collection,collection_id,collection_name,genre_names,production_companies_ids,production_companies_number,production_companies_name,production_countries,spoken_languages,homepage
24428,13763,FALSE,7.5,The Avengers,67.170924,/cezWGskPY5x7GaglTTRN4Fugfb8.jpg,en,The Avengers,878|28|12,/hbn46fQaRmlpBuUrEiFqv0GDL6Y.jpg,FALSE,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",2012-04-25,2012,220000000,tt0848228,1519557910,143,Released,Some assembly required.,TRUE,86311,The Avengers Collection,"Science Fiction|Action|Adventure",420,1,Marvel Studios,US,en,http://marvel.com/avengers_movie/
24478,73,FALSE,4.4,Beethoven's 4th,8.074025,/dvw8mJlEjxvBggoiAbiPkXfvbFO.jpg,en,Beethoven's 4th,35|10751,/qc3QlcE0OnFWNB4exB1UK8ndg9g.jpg,FALSE,"The family is pleasantly surprised and puzzled when Beethoven suddenly becomes obedient. Turns out it's a prince and the pauper scenario, with the real Beethoven now living with a pompous rich family.",2001-12-04,2001,0,tt0294345,0,93,Released,,TRUE,168880,Beethoven Collection,"Comedy|Family",33,1,Universal Pictures,US,en,
24940,90,FALSE,5.4,Head Over Heels,8.791477,/wM6Lnc2qYzyh3WjwZ3Hu3TM9qNl.jpg,en,Head Over Heels,35|10749,/9yaXyBlXSxr6oxUongcyNfOE8TF.jpg,FALSE,"Ordinary single girl Amanda Pierce (Monica Potter) unexpectedly finds herself sharing an awesome Manhattan apartment with four sexy supermodels. Determined to bring Amanda into their world, the models give her the ultimate makeover. The plan works fabulously as Amanda connects with next door charmer Jim Winston (Freddie Prinze, Jr.). That is, until one night...",2001-02-02,2001,14000000,tt0192111,10424470,86,Released,Unleash your inner model.,FALSE,,,"Comedy|Romance",13,1,Universal Studios,US,en,
25195,601,FALSE,6.5,Leap Year,11.320839,/zQzJIjlbkjhH5Eu79eH8L3KoEra.jpg,en,Leap Year,10749|35,/b42MurYDtayBtk8WYY7GM4f6agX.jpg,FALSE,"When yet another anniversary passes without a marriage proposal from her boyfriend, Anna decides to take action. Aware of a Celtic tradition that allows women to pop the question on Feb. 29, she plans to follow her lover to Dublin and ask him to marry her. Fate has other plans, however, and Anna winds up on the other side of the Emerald Isle with handsome, but surly, Declan -- an Irishman who may just lead Anna down the road to true love.",2010-01-08,2010,19000000,tt1216492,29922472,100,Released,Anna planned to propose to her boyfriend on February 29th. This is not her boyfriend.,FALSE,,,"Romance|Comedy","58262|33|158|1266|6363",5,"Birnbaum / Barber Productions|Universal Pictures|Spyglass Entertainment|Octagon Films|BenderSpink","IE|US",en,http://www.leapyearfilm.net
26388,1043,FALSE,6.6,Buried,19.495507,/pa4rzk8Hfx6i6Y99Ybjt4TCS3DW.jpg,en,Buried,18|53|9648,/2sqJMg3CAZlVq7VQ2pTftjqecqi.jpg,FALSE,Paul is a U.S. truck driver working in Iraq. After an attack by a group of Iraqis he wakes to find he is buried alive inside a coffin. With only a lighter and a cell phone it's a race against time to escape this claustrophobic death trap.,2010-09-24,2010,1987650,tt1462758,19152480,94,Released,"170,000 sq miles of desert. 90 minutes of oxygen. No way out.",FALSE,,,"Drama|Thriller|Mystery","11564|11565|11566|2577",4,"Versus Entertainment|The Safran Company|Dark Trick Films|Studio 37","ES|US|FR",en,http://www.experienceburied.com/index.html
26389,811,FALSE,6.2,From Paris with Love,19.043239,/41yioNp9apJ7xtYDaSxqBfm1p5T.jpg,en,From Paris with Love,28|80|53,/njU7eai9g5RHgyTKl8RbvQ8dys6.jpg,FALSE,"James Reese has a good job as an ambassador's aid in France, but his real passion is a side gig, working in a minor role in the CIA. He would love to be a full-fledged agent and can't believe his luck when he lands an assignment with Charlie Wax. Trigger-happy Charlie soon has James crying for his desk job, but when he learns that the same guys they're trying to catch are after him, James realizes that Charlie may be his only hope of survival.",2010-02-05,2010,52000000,tt1179034,52826594,92,Released,Two agents. One city. No merci.,FALSE,,,"Action|Crime|Thriller","11261|1115|5358|6586|6877|6896|1076|34774",8,"M6|M6 Films|Canal+|TPS Star|Grive Productions|EuropaCorp|Apipoulaï|W9","GB|FR","de|en|fr|zh",http://www.frompariswithlovefilm.com/
27022,1915,FALSE,5.9,The Sorcerer's Apprentice,21.672309,/ZNSrRpdJ6FjMy4Iu6JpRTJ5Q87.jpg,en,The Sorcerer's Apprentice,14|12|28|35|18,/v0o9M1us65w1kDQp8Q6KnB5a11s.jpg,FALSE,"Balthazar Blake is a master sorcerer in modern-day Manhattan trying to defend the city from his arch-nemesis, Maxim Horvath. Balthazar can't do it alone, so he recruits Dave Stutler, a seemingly average guy who demonstrates hidden potential, as his reluctant protégé. The sorcerer gives his unwilling accomplice a crash course in the art and science of magic, and together, these unlikely partners work to stop the forces of darkness.",2010-07-13,2010,150000000,tt0963966,215283742,109,Released,It's The Coolest Job Ever.,FALSE,,,"Fantasy|Adventure|Action|Comedy|Drama","19097|2|130|831|8000",5,"Junction Entertainment|Walt Disney Pictures|Jerry Bruckheimer Films|Saturn Films|Broken Road Productions",US,en,http://disney.go.com/disneypictures/sorcerersapprentice/
27205,16455,FALSE,8.2,Inception,50.757852,/qmDpIHrmpJINaRKAfWQfftjCdyi.jpg,en,Inception,28|53|878|9648|12,/s2bT29y0ngXxxu2IA8AOzzXTRhd.jpg,FALSE,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",2010-07-14,2010,160000000,tt1375666,825532764,148,Released,Your mind is the scene of the crime.,FALSE,,,"Action|Thriller|Science Fiction|Mystery|Adventure","923|6194|9996",3,"Legendary Pictures|Warner Bros.|Syncopy","GB|US",en,http://inceptionmovie.warnerbros.com/
27573,1074,FALSE,5.6,The Bounty Hunter,18.646422,/lAuOwnlWrBOOiWGpS3wqhfF4CRx.jpg,en,The Bounty Hunter,28|35,/bBIVXF96zbNtXmoAdMfstKAfMXU.jpg,FALSE,"Milo Boyd is a bounty hunter whose latest gig is rather satisfying, as he finds out that the bail-skipper he must chase down is his own ex-wife, Nicole -- but she has no intention of getting nabbed without a fight. Complicating matters, Nicole's wannabe-boyfriend, Stewart, joins the chase.",2010-03-16,2010,40000000,tt1038919,136000000,110,Released,"It's a Job. It Isn't Personal. Well, Maybe a Little...",FALSE,,,"Action|Comedy","5|7295|333|12199",4,"Columbia Pictures|Relativity Media|Original Film|Madhouse Entertainment",US,en,http://www.thebountyhunter-movie.net/
27576,2485,FALSE,6.2,Salt,28.504436,/956xMjH4sPoqimqoLOP6AI19mjm.jpg,en,Salt,28|9648|53,/vHLsgsvLtFWDlhBigKDRsYIC1p6.jpg,FALSE,"As a CIA officer, Evelyn Salt swore an oath to duty, honor and country. Her loyalty will be tested when a defector accuses her of being a Russian spy. Salt goes on the run, using all her skills and years of experience as a covert operative to elude capture. Salt's efforts to prove her innocence only serve to cast doubt on her motives, as the hunt to uncover the truth behind her identity continues and the question remains: ""Who is Salt?""",2010-07-21,2010,110000000,tt0944835,293329073,100,Released,Who is Salt?,FALSE,,,"Action|Mystery|Thriller","11845|5|7295|435",4,"Wintergreen Productions|Columbia Pictures|Relativity Media|Di Bonaventura Pictures",US,"en|ru|ko",http://www.sonypictures.com/homevideo/salt/
27578,3458,FALSE,6,The Expendables,31.761483,/y2qJoYxOhzyidsA60Mqn29H38Lk.jpg,en,The Expendables,53|12|28,/x5u73uBylbyCCnkzUGzt3uozqRp.jpg,FALSE,"Barney Ross leads a band of highly skilled mercenaries including knife enthusiast Lee Christmas, a martial arts expert, heavy weapons specialist, demolitionist, and a loose-cannon sniper. When the group is commissioned by the mysterious Mr. Church to assassinate the dictator of a small South American island, Barney and Lee visit the remote locale to scout out their opposition and discover the true nature of the conflict engulfing the city.",2010-08-03,2010,80000000,tt1320253,274470394,103,Released,Choose Your Weapon.,TRUE,126125,The Expendables Collection,"Thriller|Adventure|Action",10254,1,Millennium Films,US,"en|es",http://expendablesthemovie.com/
27579,563,FALSE,5.8,The American,12.219423,/40tfRIbp3HhDI2Vd0qCWF2q89S7.jpg,en,The American,80|18|53,/aMpCGYbiftyy30iphUfe03jc4Zi.jpg,FALSE,"Dispatched to a small Italian town to await further orders, assassin Jack embarks on a double life that may be more relaxing than is good for him.",2010-08-31,2010,20000000,tt1440728,65464324,104,Released,,FALSE,,,"Crime|Drama|Thriller","20899|10059|10146|22695|72503",5,"Twins Financing|This Is That Productions|Focus Features|Smokehouse Pictures|Greenlit Rights","GB|US","en|it",http://focusfeatures.com/film/the_american/
27581,1612,FALSE,6.1,The Other Guys,17.487913,/b4mYjC8kKx32BnCNBQeDCA76WBd.jpg,en,The Other Guys,28|35|80,/awMESdeGymmNYTMhWvjJE5AP61a.jpg,FALSE,"NYPD detectives Christopher Danson (Johnson) and P.K. Highsmith (Jackson) are the baddest and most beloved cops in New York City. They don't get tattoos, other men get tattoos of them. Two desks over and one back, sit detectives Allen Gamble (Ferrell) and Terry Hoitz (Wahlberg). You've seen them in the background of photos of Danson and Highsmith, out of focus and eyes closed. They're not heroes, they're ""the other guys."" But every cop has his or her day and soon Gamble and Hoitz stumble into a seemingly innocuous case no other detective wants to touch that could turn into NYC's biggest crime. It's the opportunity of their lives, but do these guys have the right stuff?",2010-08-06,2010,100000000,tt1386588,170432927,107,Released,When the cops are busy... Our only hope is...,FALSE,,,"Action|Comedy|Crime","4740|5",2,"Gary Sanchez Productions|Columbia Pictures",US,en,http://www.theotherguys-movie.com/
27582,1248,FALSE,6.3,The Mechanic,24.773302,/eScKoGnjaUvGD2OkK3DImyzfVkt.jpg,en,The Mechanic,28|53|80,/fLMv873bBAvrCtzeAbRVjb4Mi9Y.jpg,FALSE,"Arthur Bishop is a 'mechanic' - an elite assassin with a strict code and unique talent for cleanly eliminating targets. It's a job that requires professional perfection and total detachment, and Bishop is the best in the business. But when he is ordered to take out his mentor and close friend Harry, Bishop is anything but detached.",2011-01-13,2011,40000000,tt0472399,51070807,93,Released,Someone has to fix the problems.,TRUE,280504,Mechanic Collection,"Action|Thriller|Crime","22035|5490|10254|12252|22443",5,"Scared Productions|CBS Films|Millennium Films|Chartoff-Winkler Productions|Nu Image Entertainment GmbH",US,en,http://www.themechanicmovie.com/
29427,771,FALSE,6.2,The Crazies,16.703316,/s15bIs5uLEqPEQERH5YqjCjY6gd.jpg,en,The Crazies,9648|27|28,/9payiNC2a617CoAat8vxIRiVC1Z.jpg,FALSE,Four friends find themselves trapped in their small hometown after they discover their friends and neighbors going quickly and horrifically insane.,2010-02-26,2010,20000000,tt0455407,54956140,101,Released,Fear Thy Neighbor,FALSE,,,"Mystery|Horror|Action","4916|6735|12807|6736",4,"Penn Station Entertainment|Participant Media|Overture Films|Imagenation Abu Dhabi FZ",US,en,
31867,728,FALSE,6.1,Repo Men,11.309979,/owCZCoKCutG7cf3Gu2ykrbfyRnl.jpg,en,Repo Men,28|878|53|80,/25Zi1tkl1X2vUkbV9HXTVYu38er.jpg,FALSE,"In the future, medical technology has advanced to the point where people can buy artificial organs to extend their lives. But if they default on payments, an organization known as the Union sends agents to repossess the organs. Remy is one of the best agents in the business, but when he becomes the recipient of an artificial heart, he finds himself in the same dire straits as his many victims.",2010-03-18,2010,32000000,tt1053424,18409891,111,Released,"For a price, any organ in your body can be replaced. But it can also be repossessed.",FALSE,,,"Action|Science Fiction|Thriller|Crime","7295|4403|6452|33",4,"Relativity Media|Stuber Productions|Dentsu|Universal Pictures","CA|US",en,http://www.repomenarecoming.com/
31920,8,FALSE,7.1,The Railway Children,8.011642,/ji5vnGt70UlkIuGHHefMAg5m3g7.jpg,en,The Railway Children,18|10751,/juNzOgZpj8OVXYre2BjU4IDPqyS.jpg,FALSE,"Set at the turn of the 20th century, The Railway Children tells the story of three Edwardian children and their mother who move to a country house in Yorkshire after their father is mysteriously taken away by the police.",2000-01-01,2000,0,tt0215111,0,103,Released,,FALSE,,,"Drama|Family",5171,1,Carlton Television,,en,
32657,2569,FALSE,6,Percy Jackson & the Olympians: The Lightning Thief,17.27564,/5NhyXkodMzDRW8uqtPqlxJsoBhf.jpg,en,Percy Jackson & the Olympians: The Lightning Thief,12|14|10751,/uHQzRMqhs1bA1fLEP6J1Qc19Nfg.jpg,FALSE,"Accident prone teenager, Percy discovers he's actually a demi-God, the son of Poseidon, and he is needed when Zeus' lightning is stolen. Percy must master his new found skills in order to prevent a war between the Gods that could devastate the entire world.",2010-02-01,2010,95000000,tt0814255,226497209,118,Released,Worlds Collide,TRUE,179919,Percy Jackson Collection,"Adventure|Fantasy|Family","28431|711|436|5219|444|10893|289|6332",8,"TCF Vancouver Productions|Fox 2000 Pictures|1492 Pictures|Sunswept Entertainment|Dune Entertainment|Big Screen Productions|Ingenious Film Partners|Dune Entertainment III","CA|US",en,
32823,732,FALSE,5.9,Get Him to the Greek,9.88784,/gT84OWu3ze3eMapps9s8GxZNFct.jpg,en,Get Him to the Greek,35,/5vEJkHXYDYW3RDZD31cQsQ0hoeF.jpg,FALSE,"Pinnacle records has the perfect plan to get their sinking company back on track: a comeback concert in LA featuring Aldous Snow, a fading rockstar who has dropped off the radar in recent years. Record company intern Aaron Green is faced with the monumental task of bringing his idol, out of control rock star Aldous Snow, back to LA for his comeback show.",2010-06-04,2010,40000000,tt1226229,90029656,109,Released,Aaron Green has 72 hours to get a Rock Star from London to L.A. Pray for him.,FALSE,,,Comedy,"10105|33|7295|158",4,"Apatow Productions|Universal Pictures|Relativity Media|Spyglass Entertainment",US,en,http://www.gethimtothegreek.net/
32856,1257,FALSE,5.7,Valentine's Day,16.262924,/qrZ49dcenKqtRWSbOK8zWLQC6GG.jpg,en,Valentine's Day,35|10749,/9yQWwc7mwWID0ssy4eIm50fxXCd.jpg,FALSE,"More than a dozen Angelenos navigate Valentine's Day from early morning until midnight. Three couples awake together, but each relationship will sputter; are any worth saving? A grade-school boy wants flowers for his first true love; two high school seniors plan first-time sex at noon; a TV sports reporter gets the assignment to find romance in LA; a star quarterback contemplates his future; two strangers meet on a plane; grandparents, together for years, face a crisis; and, an ""I Hate Valentine's Day"" dinner beckons the lonely and the lied to. Can Cupid finish his work by midnight?",2010-02-10,2010,52000000,tt0817230,216485654,125,Released,A Love Story. More or Less.,FALSE,,,"Comedy|Romance","4194|12|60018",3,"Karz Entertainment|New Line Cinema|Rice Films",US,en,http://www.valentinesdaymovie.com/
33909,602,FALSE,5.8,Wall Street: Money Never Sleeps,10.987771,/fRejmA7n1SIKQaYp4YC0jhONWCs.jpg,en,Wall Street: Money Never Sleeps,18|80,/jCIjDZJj0S7sagS2Wppd3H3uP9w.jpg,FALSE,"As the global economy teeters on the brink of disaster, a young Wall Street trader partners with disgraced former Wall Street corporate raider Gordon Gekko on a two tiered mission: To alert the financial community to the coming doom, and to find out who was responsible for the death of the young trader's mentor.",2010-09-02,2010,70000000,tt1027718,134748021,133,Released,Gordon never gives up.,TRUE,52783,Wall Street Collection,"Drama|Crime","6455|6332|444|25",4,"Edward R. Pressman Film|Dune Entertainment III|Dune Entertainment|20th Century Fox",US,en,http://www.wallstreetmoneyneversleeps.com/
34544,2036,FALSE,6.2,The A-Team,27.664209,/eMwotYpkcE42lGlaoCpPFaolvst.jpg,en,The A-Team,53|28|12|35|80,/rRBpKgStVlFlK0Rl42tqxNqX5E.jpg,FALSE,"A group of Iraq War veterans goes on the run from U.S. military forces while they try to clear their names after being framed for a crime they didn't commit. Along the way, Col. Hannibal Smith, Capt. H.M. ‘Howling Mad’ Murdock , Sgt. Bosco ‘B.A.’ Baracus, and Lt. Templeton ‘Faceman’ Peck help out various people they encounter.",2010-06-10,2010,110000000,tt0429493,177238796,117,Released,There Is No Plan B,FALSE,,,"Thriller|Action|Adventure|Comedy|Crime","10908|444|5585|2528|1645|10893|289|25",8,"Phoenix Film Partners|Dune Entertainment|Stephen J. Cannell Productions|Top Cow Productions|Scott Free Productions|Big Screen Productions|Ingenious Film Partners|20th Century Fox",US,"de|en|es|fr|sw",http://www.ateam-movie.com
34851,1400,FALSE,6,Predators,21.537241,/wdniP8NDaJIydi1hMxhpbJMUfr6.jpg,en,Predators,28|878|12|53,/sLn5HvFwLIL7Fof2Jj0JEeJSrGC.jpg,FALSE,"A mercenary reluctantly leads a motley crew of warriors who soon come to realize they've been captured and deposited on an alien planet by an unknown nemesis. With the exception of a peculiar physician, they are all cold-blooded killers, convicts, death squad members... hunters who have now become the hunted.",2010-07-03,2010,40000000,tt1424381,126248813,107,Released,Fear is Reborn,TRUE,399,Predator Collection,"Action|Science Fiction|Adventure|Thriller","10807|1302|6332|25",4,"Troublemaker Studios|Davis Entertainment|Dune Entertainment III|20th Century Fox",US,"en|es|ru",
36419,301,FALSE,5.4,After.Life,9.986286,/8mtT1Hqp63s3DiGxZckxQj0Mioy.jpg,en,After.Life,18|27|9648|53,/pg7W4YCvpoub573MZtV3Rmmz9fE.jpg,FALSE,"Following a terrible car crash, a woman (Christina Ricci) awakes to find an enigmatic mortician (Liam Neeson) preparing her for burial.",2010-04-09,2010,4500000,tt0838247,3606395,104,Released,Life is the symptom. Death is the cure.,FALSE,,,"Drama|Horror|Mystery|Thriller","12410|6020|2224",3,"Lleju Productions|Harbor Light Entertainment|Plum Pictures",US,en,http://www.afterlifethefilm.com/
36557,4576,FALSE,7.3,Casino Royale,41.764256,/zlWBxz2pTA9p45kUTrI8AQiKrHm.jpg,en,Casino Royale,12|28|53,/xq6hXdBpDPIXWjtmvbFmtLvBFJt.jpg,FALSE,"Le Chiffre, a banker to the world's terrorists, is scheduled to participate in a high-stakes poker game in Montenegro, where he intends to use his winnings to establish his financial grip on the terrorist market. M sends Bond – on his maiden mission as a 00 Agent – to attend this game and prevent Le Chiffre from winning. With the help of Vesper Lynd and Felix Leiter, Bond enters the most important poker game in his already dangerous career.",2006-11-14,2006,150000000,tt0381061,599045960,144,Released,Everyone has a past. Every legend has a beginning.,TRUE,645,James Bond Collection,"Adventure|Action|Thriller","19481|7576|11345",3,"Babelsberg Film|Eon Productions|Stillking Films","IT|GB|US|CZ|DE","en|fr",http://www.mgm.com/#/our-titles/233/Casino-Royale-(2006)
36586,1844,FALSE,6.3,Blade II,28.713577,/jlURNpXCMK830CsGRd939PJLh8c.jpg,en,Blade II,14|27|28|53,/2n0kjNEI3uF0ju9H5jiE3rBk5C0.jpg,FALSE,"A rare mutation has occurred within the vampire community - The Reaper. A vampire so consumed with an insatiable bloodlust that they prey on vampires as well as humans, transforming victims who are unlucky enough to survive into Reapers themselves. Blade is asked by the Vampire Nation for his help in preventing a nightmare plague that would wipe out both humans and vampires.",2002-03-22,2002,54000000,tt0187738,155010032,117,Released,Faster. Sharper. Deadlier.,TRUE,735,Blade Collection,"Fantasy|Horror|Action|Thriller","19551|12|421|5611|11321|11322|11323|11324",8,"Marvel Enterprises|New Line Cinema|Amen Ra Films|Milk & Honey|Imaginary Forces|Justin Pictures|Linovo Productions GmbH & Co. KG|Pacific Title and Art Studio","DE|US","cs|ro|en",http://www.warnerbros.com/blade-ii
36669,1348,FALSE,5.8,Die Another Day,32.095294,/1iUZqUXS7x5FcGM5J0u01xuObWC.jpg,en,Die Another Day,12|28|53,/3YQfmtpbiFCMHcXY3lJ7fGEcOL6.jpg,FALSE,"Bond takes on a North Korean leader who undergoes DNA replacement procedures that allow him to assume different identities. American agent, Jinx Johnson assists Bond in his attempt to thwart the villain's plans to exploit a satellite that is powered by solar energy.",2002-11-17,2002,140000000,tt0246460,431971116,133,Released,He’s never been cooler.,TRUE,645,James Bond Collection,"Adventure|Action|Thriller",7576,1,Eon Productions,"GB|US","en|ko|cn|de|es|is|it",http://www.mgm.com/view/movie/232/Die-Another-Day/
37430,731,FALSE,5.1,Conan the Barbarian,13.467841,/fQ0lcaOpn2WozSnL5hfAhH6tYOA.jpg,en,Conan the Barbarian,12|14|28,/381rd4LVvy6AkSB9tqHNu81ftyR.jpg,FALSE,"A quest that begins as a personal vendetta for the fierce Cimmerian warrior soon turns into an epic battle against hulking rivals, horrific monsters, and impossible odds, as Conan (Jason Momoa) realizes he is the only hope of saving the great nations of Hyboria from an encroaching reign of supernatural evil.",2011-08-17,2011,90000000,tt0816462,48795021,113,Released,Enter an age undreamed of,TRUE,43055,Conan the Barbarian Collection,"Adventure|Fantasy|Action","10254|552|925|6819|7636|25673",6,"Millennium Films|Dark Horse Entertainment|Nu Image Films|Paradox Entertainment|Nimar Studios|Cinema Vehicle Services",US,en,http://www.conanthebarbarianin3d.com/
37686,2977,FALSE,6.6,Super 8,22.884422,/1JAKnHjENVz1adurNjtsWZnVQGY.jpg,en,Super 8,53|878|9648,/9gh3kcihkCH5EWjxBtb19pdQxhm.jpg,FALSE,"In 1979 Ohio, several youngsters are making a zombie movie with a Super-8 camera. In the midst of filming, the friends witness a horrifying train derailment and are lucky to escape with their lives. They soon discover that the catastrophe was no accident, as a series of unexplained events and disappearances soon follows. Deputy Jackson Lamb, the father of one of the kids, searches for the terrifying truth behind the crash.",2011-06-08,2011,50000000,tt1650062,260095987,112,Released,It Arrives.,FALSE,,,"Thriller|Science Fiction|Mystery","23300|4|56|11461",4,"K/O Camera Toys|Paramount|Amblin Entertainment|Bad Robot",US,en,http://www.super8-movie.com/
37710,2135,FALSE,6,The Tourist,23.769189,/jfLFF0Qa9jAoTYQIKaSWmMWcKZd.jpg,en,The Tourist,28|53|10749,/2SChQOUxcGoilS3zxnFQ7LZZMgE.jpg,FALSE,"American tourist Frank (Johnny Depp) meets mysterious British woman Elsie (Angelina Jolie) on the train to Venice. Romance seems to bud, but there's more to her than meets the eye. Remake of the 2005 French film ""Anthony Zimmer"", written and directed by Jérôme Salle.",2010-12-08,2010,100000000,tt1243957,278731369,103,Released,It all started when he met a woman,FALSE,,,"Action|Thriller|Romance","5752|5|158|682|694|3281|23731|23732",8,"Sony Pictures Entertainment|Columbia Pictures|Spyglass Entertainment|Peninsula Films|StudioCanal|GK Films|Birnbaum/Barber|Cineroma SRL","FR|IT|GB|US","en|fr|it|ru|es",http://thetourist-movie.com/
37724,8574,FALSE,7,Skyfall,43.117253,/uVALAeLEMGMf3oYpvdVi4uuaNOo.jpg,en,Skyfall,28|12|53,/kzIpTXDc2utXo9ZaFfG6aU8x7ro.jpg,FALSE,"When Bond's latest assignment goes gravely wrong and agents around the world are exposed, MI6 is attacked forcing M to relocate the agency. These events cause her authority and position to be challenged by Gareth Mallory, the new Chairman of the Intelligence and Security Committee. With MI6 now compromised from both inside and out, M is left with one ally she can trust: Bond. 007 takes to the shadows - aided only by field agent, Eve - following a trail to the mysterious Silva, whose lethal and hidden motives have yet to reveal themselves.",2012-10-25,2012,200000000,tt1074638,1108561013,143,Released,Think on your sins.,TRUE,645,James Bond Collection,"Action|Adventure|Thriller","10761|5|60|7576|21",5,"Danjaq|Columbia Pictures|United Artists|Eon Productions|Metro-Goldwyn-Mayer","GB|US",en,http://www.skyfall-movie.com
37725,359,FALSE,6.3,It's a Boy Girl Thing,8.904977,/lFZQlr68VRzrroXtTnNy9qbUNK6.jpg,en,It's a Boy Girl Thing,35|14|10749,/vcUu3EOu5oz5hCGmJ94DFlIqhPY.jpg,FALSE,"A visit to a natural history museum proves catastrophic for two high school rivals, an overachiever and a jock, when an ancient Aztec statue casts a spell that causes them to switch bodies and see exactly what it's like to walk in the other's shoes.",2006-12-26,2006,15500000,tt0482527,7385434,95,Released,They've turned into the things they hated most... each other.,FALSE,,,"Comedy|Fantasy|Romance","36346|4564|28320|2844|7419",5,"Alliance Atlantis Motion Picture Production|Icon Entertainment International|Rocket Pictures|Prospero Pictures|Scion Films","CA|US|GB",en,
37735,2790,FALSE,6.8,Easy A,20.829186,/1pgPO3OfSm2inpODMqg2RNmLW90.jpg,en,Easy A,35,/wu4tawMznxUvqP21lUH6RKrv3LQ.jpg,FALSE,"After a little white lie about losing her virginity gets out, a clean cut high school girl sees her life paralleling Hester Prynne's in ""The Scarlet Letter,"" which she is currently studying in school - until she decides to use the rumor mill to advance her social and financial standing.",2010-09-10,2010,8000000,tt1282140,74952305,92,Released,The rumour-filled totally false account of how I ruined my flawless reputation.,FALSE,,,Comedy,"3287|7291",2,"Screen Gems|Olive Bridge Entertainment",US,en,http://letsnotandsaywedid.com/
37799,4299,FALSE,7.2,The Social Network,30.603084,/ok5Wh8385Kgblq9MSU4VGvazeMH.jpg,en,The Social Network,18,/8AazWuNBQV7QFjb9XNzJLox0Zey.jpg,FALSE,"On a fall night in 2003, Harvard undergrad and computer programming genius Mark Zuckerberg sits down at his computer and heatedly begins working on a new idea. In a fury of blogging and programming, what begins in his dorm room as a small site among friends soon becomes a global social network and a revolution in communication. A mere six years and 500 million friends later, Mark Zuckerberg is the youngest billionaire in history... but for this entrepreneur, success leads to both personal and legal complications.",2010-09-30,2010,40000000,tt1285016,224920315,120,Released,You don't get to 500 million friends without making a few enemies.,FALSE,,,Drama,"5|7295|258",3,"Columbia Pictures|Relativity Media|Scott Rudin Productions",US,en,http://www.thesocialnetwork-movie.com/
37821,945,FALSE,5.7,Killers,9.853496,/bQHs6vyYwvxYvWEIi1G9rk4qNdw.jpg,en,Killers,28|35|53|10749,/tcv1qOo2k6ifKjz9hD2oTYtrsOq.jpg,FALSE,"When an elite assassin marries a beautiful computer whiz after a whirlwind romance, he gives up the gun and settles down with his new bride. That is, until he learns that someone from his past has put a contract out on his life.",2010-06-04,2010,75000000,tt1103153,98159963,100,Released,Perfect wife. Perfect target.,FALSE,,,"Action|Comedy|Thriller|Romance","817|1632|60022",3,"Katalyst Films|Lionsgate|Aversano Films",US,en,http://killersfilm.com/
37834,1869,FALSE,6,Knight and Day,25.856316,/aHEpzwXvMtIEMBE13tWXS5oHZ7d.jpg,en,Knight and Day,28|35,/sSeo9o603MABEbAv8BGkgbLn0om.jpg,FALSE,"A fugitive couple goes on a glamorous and sometimes deadly adventure where nothing and no one – even themselves – are what they seem. Amid shifting alliances and unexpected betrayals, they race across the globe, with their survival ultimately hinging on the battle of truth vs. trust.",2010-06-15,2010,117000000,tt1013743,261930431,109,Released,Every Hit Man Deserves a Second Shot!,FALSE,,,"Action|Comedy","21845|84|444|508|25",5,"Pink Machine|Tree Line Films|Dune Entertainment|Regency Enterprises|20th Century Fox",US,"en|de|es",http://www.knightanddaymovie.com
37933,333,FALSE,6.5,Tales from Earthsea,10.297447,/deB7rfqZXpVxdRinyaCeyhwNPbg.jpg,ja,ゲド戦記,12|14|16|878,/7GauLmcFx3tzic3B7DxvRM9Y7cN.jpg,FALSE,"Something bizarre has come over the land. The kingdom is deteriorating. People are beginning to act strange... What's even more strange is that people are beginning to see dragons, which shouldn't enter the world of humans. Due to all these bizarre events, Ged, a wandering wizard, is investigating the cause. During his journey, he meets Prince Arren, a young distraught teenage boy. While Arren may look like a shy young teen, he has a severe dark side, which grants him strength, hatred, ruthlessness and has no mercy, especially when it comes to protecting Teru. For the witch Kumo this is a perfect opportunity. She can use the boy's ""fears"" against the very one who would help him, Ged.",2006-07-29,2006,22000000,tt0495596,68000000,115,Released,"Once Man and Dragon were one. Man chose Land and Sea, Dragon chose Wind and Fire.",FALSE,,,"Adventure|Fantasy|Animation|Science Fiction",10342,1,Studio Ghibli,JP,ja,http://disney.go.com/disneypictures/earthsea/#/home
